meal_name,items,carbs,protein,calories,fats
Meal 3917,"Gatte ki Subji,Wheat chapatti(3),Lassi,",64.2,20.85,554,8.65
Meal 3918,"Gatte ki Subji,Brown bread(3),Lassi,",187.2,50.85,656,20.35
Meal 3919,"Gatte ki Subji,Paratha(3),Lassi,",205.2,41.85,722,25.45
Meal 3920,"Gatte ki Subji,Lassi,",19.2,11.85,344,7.45
Meal 3921,"Methi Aloo,Boiled Rice,Wheat chapatti(1),Milk (Cow),",60.4,10.6,369,10.1
Meal 3922,"Methi Aloo,Boiled Rice,Brown bread(1),Milk (Cow),",101.4,20.6,403,14
Meal 3923,"Methi Aloo,Boiled Rice,Paratha(1),Milk (Cow),",107.4,17.6,425,15.7
Meal 3924,"Methi Aloo,Boiled Rice,Wheat chapatti(2),Milk (Cow),",75.4,13.6,439,10.5
Meal 3925,"Methi Aloo,Boiled Rice,Brown bread(2),Milk (Cow),",157.4,33.6,507,18.3
Meal 3926,"Methi Aloo,Boiled Rice,Paratha(2),Milk (Cow),",169.4,27.6,551,21.7
Meal 3927,"Methi Aloo,Boiled Rice,Wheat chapatti(3),Milk (Cow),",90.4,16.6,509,10.9
Meal 3928,"Methi Aloo,Boiled Rice,Brown bread(3),Milk (Cow),",213.4,46.6,611,22.6
Meal 3929,"Methi Aloo,Boiled Rice,Paratha(3),Milk (Cow),",231.4,37.6,677,27.7
Meal 3930,"Methi Aloo,Boiled Rice,Milk (Cow),",45.4,7.6,299,9.7
Meal 3931,"Methi Aloo,Boiled Rice,Wheat chapatti(1),Milk (Buffalo),",61,11.7,419,12.5
Meal 3932,"Methi Aloo,Boiled Rice,Brown bread(1),Milk (Buffalo),",102,21.7,453,16.4
Meal 3933,"Methi Aloo,Boiled Rice,Paratha(1),Milk (Buffalo),",108,18.7,475,18.1
Meal 3934,"Methi Aloo,Boiled Rice,Wheat chapatti(2),Milk (Buffalo),",76,14.7,489,12.9
Meal 3935,"Methi Aloo,Boiled Rice,Brown bread(2),Milk (Buffalo),",158,34.7,557,20.7
Meal 3936,"Methi Aloo,Boiled Rice,Paratha(2),Milk (Buffalo),",170,28.7,601,24.1
Meal 3937,"Methi Aloo,Boiled Rice,Wheat chapatti(3),Milk (Buffalo),",91,17.7,559,13.3
Meal 3938,"Methi Aloo,Boiled Rice,Brown bread(3),Milk (Buffalo),",214,47.7,661,25
Meal 3939,"Methi Aloo,Boiled Rice,Paratha(3),Milk (Buffalo),",232,38.7,727,30.1
Meal 3940,"Methi Aloo,Boiled Rice,Milk (Buffalo),",46,8.7,349,12.1
Meal 3941,"Methi Aloo,Boiled Rice,Wheat chapatti(1),Yogurt,",59,10.5,362,10
Meal 3942,"Methi Aloo,Boiled Rice,Brown bread(1),Yogurt,",100,20.5,396,13.9
Meal 3943,"Methi Aloo,Boiled Rice,Paratha(1),Yogurt,",106,17.5,418,15.6
Meal 3944,"Methi Aloo,Boiled Rice,Wheat chapatti(2),Yogurt,",74,13.5,432,10.4
Meal 3945,"Methi Aloo,Boiled Rice,Brown bread(2),Yogurt,",156,33.5,500,18.2
Meal 3946,"Methi Aloo,Boiled Rice,Paratha(2),Yogurt,",168,27.5,544,21.6
Meal 3947,"Methi Aloo,Boiled Rice,Wheat chapatti(3),Yogurt,",89,16.5,502,10.8
Meal 3948,"Methi Aloo,Boiled Rice,Brown bread(3),Yogurt,",212,46.5,604,22.5
Meal 3949,"Methi Aloo,Boiled Rice,Paratha(3),Yogurt,",230,37.5,670,27.6
Meal 3950,"Methi Aloo,Boiled Rice,Yogurt,",44,7.5,292,9.6
Meal 3951,"Methi Aloo,Boiled Rice,Wheat chapatti(1),Buttermilk,",56.5,8.2,317,7.1
Meal 3952,"Methi Aloo,Boiled Rice,Brown bread(1),Buttermilk,",97.5,18.2,351,11
Meal 3953,"Methi Aloo,Boiled Rice,Paratha(1),Buttermilk,",103.5,15.2,373,12.7
Meal 3954,"Methi Aloo,Boiled Rice,Wheat chapatti(2),Buttermilk,",71.5,11.2,387,7.5
Meal 3955,"Methi Aloo,Boiled Rice,Brown bread(2),Buttermilk,",153.5,31.2,455,15.3
Meal 3956,"Methi Aloo,Boiled Rice,Paratha(2),Buttermilk,",165.5,25.2,499,18.7
Meal 3957,"Methi Aloo,Boiled Rice,Wheat chapatti(3),Buttermilk,",86.5,14.2,457,7.9
Meal 3958,"Methi Aloo,Boiled Rice,Brown bread(3),Buttermilk,",209.5,44.2,559,19.6
Meal 3959,"Methi Aloo,Boiled Rice,Paratha(3),Buttermilk,",227.5,35.2,625,24.7
Meal 3960,"Methi Aloo,Boiled Rice,Buttermilk,",41.5,5.2,247,6.7
Meal 3961,"Methi Aloo,Boiled Rice,Wheat chapatti(1),Paneer (Cow’s milk),",57.2,25.7,567,26.8
Meal 3962,"Methi Aloo,Boiled Rice,Brown bread(1),Paneer (Cow’s milk),",98.2,35.7,601,30.7
Meal 3963,"Methi Aloo,Boiled Rice,Paratha(1),Paneer (Cow’s milk),",104.2,32.7,623,32.4
Meal 3964,"Methi Aloo,Boiled Rice,Wheat chapatti(2),Paneer (Cow’s milk),",72.2,28.7,637,27.2
Meal 3965,"Methi Aloo,Boiled Rice,Brown bread(2),Paneer (Cow’s milk),",154.2,48.7,705,35
Meal 3966,"Methi Aloo,Boiled Rice,Paratha(2),Paneer (Cow’s milk),",166.2,42.7,749,38.4
Meal 3967,"Methi Aloo,Boiled Rice,Wheat chapatti(3),Paneer (Cow’s milk),",87.2,31.7,707,27.6
Meal 3968,"Methi Aloo,Boiled Rice,Brown bread(3),Paneer (Cow’s milk),",210.2,61.7,809,39.3
Meal 3969,"Methi Aloo,Boiled Rice,Paratha(3),Paneer (Cow’s milk),",228.2,52.7,875,44.4
Meal 3970,"Methi Aloo,Boiled Rice,Paneer (Cow’s milk),",42.2,22.7,497,26.4
Meal 3971,"Methi Aloo,Boiled Rice,Wheat chapatti(1),Paneer (Buffalo’s milk),",63.9,20.8,594,29
Meal 3972,"Methi Aloo,Boiled Rice,Brown bread(1),Paneer (Buffalo’s milk),",104.9,30.8,628,32.9
Meal 3973,"Methi Aloo,Boiled Rice,Paratha(1),Paneer (Buffalo’s milk),",110.9,27.8,650,34.6
Meal 3974,"Methi Aloo,Boiled Rice,Wheat chapatti(2),Paneer (Buffalo’s milk),",78.9,23.8,664,29.4
Meal 3975,"Methi Aloo,Boiled Rice,Brown bread(2),Paneer (Buffalo’s milk),",160.9,43.8,732,37.2
Meal 3976,"Methi Aloo,Boiled Rice,Paratha(2),Paneer (Buffalo’s milk),",172.9,37.8,776,40.6
Meal 3977,"Methi Aloo,Boiled Rice,Wheat chapatti(3),Paneer (Buffalo’s milk),",93.9,26.8,734,29.8
Meal 3978,"Methi Aloo,Boiled Rice,Brown bread(3),Paneer (Buffalo’s milk),",216.9,56.8,836,41.5
Meal 3979,"Methi Aloo,Boiled Rice,Paratha(3),Paneer (Buffalo’s milk),",234.9,47.8,902,46.6
Meal 3980,"Methi Aloo,Boiled Rice,Paneer (Buffalo’s milk),",48.9,17.8,524,28.6
Meal 3981,"Methi Aloo,Boiled Rice,Wheat chapatti(1),Lassi,",59.2,13.1,371,6.5
Meal 3982,"Methi Aloo,Boiled Rice,Brown bread(1),Lassi,",100.2,23.1,405,10.4
Meal 3983,"Methi Aloo,Boiled Rice,Paratha(1),Lassi,",106.2,20.1,427,12.1
Meal 3984,"Methi Aloo,Boiled Rice,Wheat chapatti(2),Lassi,",74.2,16.1,441,6.9
Meal 3985,"Methi Aloo,Boiled Rice,Brown bread(2),Lassi,",156.2,36.1,509,14.7
Meal 3986,"Methi Aloo,Boiled Rice,Paratha(2),Lassi,",168.2,30.1,553,18.1
Meal 3987,"Methi Aloo,Boiled Rice,Wheat chapatti(3),Lassi,",89.2,19.1,511,7.3
Meal 3988,"Methi Aloo,Boiled Rice,Brown bread(3),Lassi,",212.2,49.1,613,19
Meal 3989,"Methi Aloo,Boiled Rice,Paratha(3),Lassi,",230.2,40.1,679,24.1
Meal 3990,"Methi Aloo,Boiled Rice,Lassi,",44.2,10.1,301,6.1
Meal 3991,"Methi Aloo,Pulao,Wheat chapatti(1),Milk (Cow),",54.4,11.6,377,13.3
Meal 3992,"Methi Aloo,Pulao,Brown bread(1),Milk (Cow),",95.4,21.6,411,17.2
Meal 3993,"Methi Aloo,Pulao,Paratha(1),Milk (Cow),",101.4,18.6,433,18.9
Meal 3994,"Methi Aloo,Pulao,Wheat chapatti(2),Milk (Cow),",69.4,14.6,447,13.7
Meal 3995,"Methi Aloo,Pulao,Brown bread(2),Milk (Cow),",151.4,34.6,515,21.5
Meal 3996,"Methi Aloo,Pulao,Paratha(2),Milk (Cow),",163.4,28.6,559,24.9
Meal 3997,"Methi Aloo,Pulao,Wheat chapatti(3),Milk (Cow),",84.4,17.6,517,14.1
Meal 3998,"Methi Aloo,Pulao,Brown bread(3),Milk (Cow),",207.4,47.6,619,25.8
Meal 3999,"Methi Aloo,Pulao,Paratha(3),Milk (Cow),",225.4,38.6,685,30.9
Meal 4000,"Methi Aloo,Pulao,Milk (Cow),",39.4,8.6,307,12.9
Meal 4001,"Methi Aloo,Pulao,Wheat chapatti(1),Milk (Buffalo),",55,12.7,427,15.7
Meal 4002,"Methi Aloo,Pulao,Brown bread(1),Milk (Buffalo),",96,22.7,461,19.6
Meal 4003,"Methi Aloo,Pulao,Paratha(1),Milk (Buffalo),",102,19.7,483,21.3
Meal 4004,"Methi Aloo,Pulao,Wheat chapatti(2),Milk (Buffalo),",70,15.7,497,16.1
Meal 4005,"Methi Aloo,Pulao,Brown bread(2),Milk (Buffalo),",152,35.7,565,23.9
Meal 4006,"Methi Aloo,Pulao,Paratha(2),Milk (Buffalo),",164,29.7,609,27.3
Meal 4007,"Methi Aloo,Pulao,Wheat chapatti(3),Milk (Buffalo),",85,18.7,567,16.5
Meal 4008,"Methi Aloo,Pulao,Brown bread(3),Milk (Buffalo),",208,48.7,669,28.2
Meal 4009,"Methi Aloo,Pulao,Paratha(3),Milk (Buffalo),",226,39.7,735,33.3
Meal 4010,"Methi Aloo,Pulao,Milk (Buffalo),",40,9.7,357,15.3
Meal 4011,"Methi Aloo,Pulao,Wheat chapatti(1),Yogurt,",53,11.5,370,13.2
Meal 4012,"Methi Aloo,Pulao,Brown bread(1),Yogurt,",94,21.5,404,17.1
Meal 4013,"Methi Aloo,Pulao,Paratha(1),Yogurt,",100,18.5,426,18.8
Meal 4014,"Methi Aloo,Pulao,Wheat chapatti(2),Yogurt,",68,14.5,440,13.6
Meal 4015,"Methi Aloo,Pulao,Brown bread(2),Yogurt,",150,34.5,508,21.4
Meal 4016,"Methi Aloo,Pulao,Paratha(2),Yogurt,",162,28.5,552,24.8
Meal 4017,"Methi Aloo,Pulao,Wheat chapatti(3),Yogurt,",83,17.5,510,14
Meal 4018,"Methi Aloo,Pulao,Brown bread(3),Yogurt,",206,47.5,612,25.7
Meal 4019,"Methi Aloo,Pulao,Paratha(3),Yogurt,",224,38.5,678,30.8
Meal 4020,"Methi Aloo,Pulao,Yogurt,",38,8.5,300,12.8
Meal 4021,"Methi Aloo,Pulao,Wheat chapatti(1),Buttermilk,",50.5,9.2,325,10.3
Meal 4022,"Methi Aloo,Pulao,Brown bread(1),Buttermilk,",91.5,19.2,359,14.2
Meal 4023,"Methi Aloo,Pulao,Paratha(1),Buttermilk,",97.5,16.2,381,15.9
Meal 4024,"Methi Aloo,Pulao,Wheat chapatti(2),Buttermilk,",65.5,12.2,395,10.7
Meal 4025,"Methi Aloo,Pulao,Brown bread(2),Buttermilk,",147.5,32.2,463,18.5
Meal 4026,"Methi Aloo,Pulao,Paratha(2),Buttermilk,",159.5,26.2,507,21.9
Meal 4027,"Methi Aloo,Pulao,Wheat chapatti(3),Buttermilk,",80.5,15.2,465,11.1
Meal 4028,"Methi Aloo,Pulao,Brown bread(3),Buttermilk,",203.5,45.2,567,22.8
Meal 4029,"Methi Aloo,Pulao,Paratha(3),Buttermilk,",221.5,36.2,633,27.9
Meal 4030,"Methi Aloo,Pulao,Buttermilk,",35.5,6.2,255,9.9
Meal 4031,"Methi Aloo,Pulao,Wheat chapatti(1),Paneer (Cow’s milk),",51.2,26.7,575,30
Meal 4032,"Methi Aloo,Pulao,Brown bread(1),Paneer (Cow’s milk),",92.2,36.7,609,33.9
Meal 4033,"Methi Aloo,Pulao,Paratha(1),Paneer (Cow’s milk),",98.2,33.7,631,35.6
Meal 4034,"Methi Aloo,Pulao,Wheat chapatti(2),Paneer (Cow’s milk),",66.2,29.7,645,30.4
Meal 4035,"Methi Aloo,Pulao,Brown bread(2),Paneer (Cow’s milk),",148.2,49.7,713,38.2
Meal 4036,"Methi Aloo,Pulao,Paratha(2),Paneer (Cow’s milk),",160.2,43.7,757,41.6
Meal 4037,"Methi Aloo,Pulao,Wheat chapatti(3),Paneer (Cow’s milk),",81.2,32.7,715,30.8
Meal 4038,"Methi Aloo,Pulao,Brown bread(3),Paneer (Cow’s milk),",204.2,62.7,817,42.5
Meal 4039,"Methi Aloo,Pulao,Paratha(3),Paneer (Cow’s milk),",222.2,53.7,883,47.6
Meal 4040,"Methi Aloo,Pulao,Paneer (Cow’s milk),",36.2,23.7,505,29.6
Meal 4041,"Methi Aloo,Pulao,Wheat chapatti(1),Paneer (Buffalo’s milk),",57.9,21.8,602,32.2
Meal 4042,"Methi Aloo,Pulao,Brown bread(1),Paneer (Buffalo’s milk),",98.9,31.8,636,36.1
Meal 4043,"Methi Aloo,Pulao,Paratha(1),Paneer (Buffalo’s milk),",104.9,28.8,658,37.8
Meal 4044,"Methi Aloo,Pulao,Wheat chapatti(2),Paneer (Buffalo’s milk),",72.9,24.8,672,32.6
Meal 4045,"Methi Aloo,Pulao,Brown bread(2),Paneer (Buffalo’s milk),",154.9,44.8,740,40.4
Meal 4046,"Methi Aloo,Pulao,Paratha(2),Paneer (Buffalo’s milk),",166.9,38.8,784,43.8
Meal 4047,"Methi Aloo,Pulao,Wheat chapatti(3),Paneer (Buffalo’s milk),",87.9,27.8,742,33
Meal 4048,"Methi Aloo,Pulao,Brown bread(3),Paneer (Buffalo’s milk),",210.9,57.8,844,44.7
Meal 4049,"Methi Aloo,Pulao,Paratha(3),Paneer (Buffalo’s milk),",228.9,48.8,910,49.8
Meal 4050,"Methi Aloo,Pulao,Paneer (Buffalo’s milk),",42.9,18.8,532,31.8
Meal 4051,"Methi Aloo,Pulao,Wheat chapatti(1),Lassi,",53.2,14.1,379,9.7
Meal 4052,"Methi Aloo,Pulao,Brown bread(1),Lassi,",94.2,24.1,413,13.6
Meal 4053,"Methi Aloo,Pulao,Paratha(1),Lassi,",100.2,21.1,435,15.3
Meal 4054,"Methi Aloo,Pulao,Wheat chapatti(2),Lassi,",68.2,17.1,449,10.1
Meal 4055,"Methi Aloo,Pulao,Brown bread(2),Lassi,",150.2,37.1,517,17.9
Meal 4056,"Methi Aloo,Pulao,Paratha(2),Lassi,",162.2,31.1,561,21.3
Meal 4057,"Methi Aloo,Pulao,Wheat chapatti(3),Lassi,",83.2,20.1,519,10.5
Meal 4058,"Methi Aloo,Pulao,Brown bread(3),Lassi,",206.2,50.1,621,22.2
Meal 4059,"Methi Aloo,Pulao,Paratha(3),Lassi,",224.2,41.1,687,27.3
Meal 4060,"Methi Aloo,Pulao,Lassi,",38.2,11.1,309,9.3
Meal 4061,"Methi Aloo,Khichadi,Wheat chapatti(1),Milk (Cow),",68.4,12.7,473,17.3
Meal 4062,"Methi Aloo,Khichadi,Brown bread(1),Milk (Cow),",109.4,22.7,507,21.2
Meal 4063,"Methi Aloo,Khichadi,Paratha(1),Milk (Cow),",115.4,19.7,529,22.9
Meal 4064,"Methi Aloo,Khichadi,Wheat chapatti(2),Milk (Cow),",83.4,15.7,543,17.7
Meal 4065,"Methi Aloo,Khichadi,Brown bread(2),Milk (Cow),",165.4,35.7,611,25.5
Meal 4066,"Methi Aloo,Khichadi,Paratha(2),Milk (Cow),",177.4,29.7,655,28.9
Meal 4067,"Methi Aloo,Khichadi,Wheat chapatti(3),Milk (Cow),",98.4,18.7,613,18.1
Meal 4068,"Methi Aloo,Khichadi,Brown bread(3),Milk (Cow),",221.4,48.7,715,29.8
Meal 4069,"Methi Aloo,Khichadi,Paratha(3),Milk (Cow),",239.4,39.7,781,34.9
Meal 4070,"Methi Aloo,Khichadi,Milk (Cow),",53.4,9.7,403,16.9
Meal 4071,"Methi Aloo,Khichadi,Wheat chapatti(1),Milk (Buffalo),",69,13.8,523,19.7
Meal 4072,"Methi Aloo,Khichadi,Brown bread(1),Milk (Buffalo),",110,23.8,557,23.6
Meal 4073,"Methi Aloo,Khichadi,Paratha(1),Milk (Buffalo),",116,20.8,579,25.3
Meal 4074,"Methi Aloo,Khichadi,Wheat chapatti(2),Milk (Buffalo),",84,16.8,593,20.1
Meal 4075,"Methi Aloo,Khichadi,Brown bread(2),Milk (Buffalo),",166,36.8,661,27.9
Meal 4076,"Methi Aloo,Khichadi,Paratha(2),Milk (Buffalo),",178,30.8,705,31.3
Meal 4077,"Methi Aloo,Khichadi,Wheat chapatti(3),Milk (Buffalo),",99,19.8,663,20.5
Meal 4078,"Methi Aloo,Khichadi,Brown bread(3),Milk (Buffalo),",222,49.8,765,32.2
Meal 4079,"Methi Aloo,Khichadi,Paratha(3),Milk (Buffalo),",240,40.8,831,37.3
Meal 4080,"Methi Aloo,Khichadi,Milk (Buffalo),",54,10.8,453,19.3
Meal 4081,"Methi Aloo,Khichadi,Wheat chapatti(1),Yogurt,",67,12.6,466,17.2
Meal 4082,"Methi Aloo,Khichadi,Brown bread(1),Yogurt,",108,22.6,500,21.1
Meal 4083,"Methi Aloo,Khichadi,Paratha(1),Yogurt,",114,19.6,522,22.8
Meal 4084,"Methi Aloo,Khichadi,Wheat chapatti(2),Yogurt,",82,15.6,536,17.6
Meal 4085,"Methi Aloo,Khichadi,Brown bread(2),Yogurt,",164,35.6,604,25.4
Meal 4086,"Methi Aloo,Khichadi,Paratha(2),Yogurt,",176,29.6,648,28.8
Meal 4087,"Methi Aloo,Khichadi,Wheat chapatti(3),Yogurt,",97,18.6,606,18
Meal 4088,"Methi Aloo,Khichadi,Brown bread(3),Yogurt,",220,48.6,708,29.7
Meal 4089,"Methi Aloo,Khichadi,Paratha(3),Yogurt,",238,39.6,774,34.8
Meal 4090,"Methi Aloo,Khichadi,Yogurt,",52,9.6,396,16.8
Meal 4091,"Methi Aloo,Khichadi,Wheat chapatti(1),Buttermilk,",64.5,10.3,421,14.3
Meal 4092,"Methi Aloo,Khichadi,Brown bread(1),Buttermilk,",105.5,20.3,455,18.2
Meal 4093,"Methi Aloo,Khichadi,Paratha(1),Buttermilk,",111.5,17.3,477,19.9
Meal 4094,"Methi Aloo,Khichadi,Wheat chapatti(2),Buttermilk,",79.5,13.3,491,14.7
Meal 4095,"Methi Aloo,Khichadi,Brown bread(2),Buttermilk,",161.5,33.3,559,22.5
Meal 4096,"Methi Aloo,Khichadi,Paratha(2),Buttermilk,",173.5,27.3,603,25.9
Meal 4097,"Methi Aloo,Khichadi,Wheat chapatti(3),Buttermilk,",94.5,16.3,561,15.1
Meal 4098,"Methi Aloo,Khichadi,Brown bread(3),Buttermilk,",217.5,46.3,663,26.8
Meal 4099,"Methi Aloo,Khichadi,Paratha(3),Buttermilk,",235.5,37.3,729,31.9
Meal 4100,"Methi Aloo,Khichadi,Buttermilk,",49.5,7.3,351,13.9
Meal 4101,"Methi Aloo,Khichadi,Wheat chapatti(1),Paneer (Cow’s milk),",65.2,27.8,671,34
Meal 4102,"Methi Aloo,Khichadi,Brown bread(1),Paneer (Cow’s milk),",106.2,37.8,705,37.9
Meal 4103,"Methi Aloo,Khichadi,Paratha(1),Paneer (Cow’s milk),",112.2,34.8,727,39.6
Meal 4104,"Methi Aloo,Khichadi,Wheat chapatti(2),Paneer (Cow’s milk),",80.2,30.8,741,34.4
Meal 4105,"Methi Aloo,Khichadi,Brown bread(2),Paneer (Cow’s milk),",162.2,50.8,809,42.2
Meal 4106,"Methi Aloo,Khichadi,Paratha(2),Paneer (Cow’s milk),",174.2,44.8,853,45.6
Meal 4107,"Methi Aloo,Khichadi,Wheat chapatti(3),Paneer (Cow’s milk),",95.2,33.8,811,34.8
Meal 4108,"Methi Aloo,Khichadi,Brown bread(3),Paneer (Cow’s milk),",218.2,63.8,913,46.5
Meal 4109,"Methi Aloo,Khichadi,Paratha(3),Paneer (Cow’s milk),",236.2,54.8,979,51.6
Meal 4110,"Methi Aloo,Khichadi,Paneer (Cow’s milk),",50.2,24.8,601,33.6
Meal 4111,"Methi Aloo,Khichadi,Wheat chapatti(1),Paneer (Buffalo’s milk),",71.9,22.9,698,36.2
Meal 4112,"Methi Aloo,Khichadi,Brown bread(1),Paneer (Buffalo’s milk),",112.9,32.9,732,40.1
Meal 4113,"Methi Aloo,Khichadi,Paratha(1),Paneer (Buffalo’s milk),",118.9,29.9,754,41.8
Meal 4114,"Methi Aloo,Khichadi,Wheat chapatti(2),Paneer (Buffalo’s milk),",86.9,25.9,768,36.6
Meal 4115,"Methi Aloo,Khichadi,Brown bread(2),Paneer (Buffalo’s milk),",168.9,45.9,836,44.4
Meal 4116,"Methi Aloo,Khichadi,Paratha(2),Paneer (Buffalo’s milk),",180.9,39.9,880,47.8
Meal 4117,"Methi Aloo,Khichadi,Wheat chapatti(3),Paneer (Buffalo’s milk),",101.9,28.9,838,37
Meal 4118,"Methi Aloo,Khichadi,Brown bread(3),Paneer (Buffalo’s milk),",224.9,58.9,940,48.7
Meal 4119,"Methi Aloo,Khichadi,Paratha(3),Paneer (Buffalo’s milk),",242.9,49.9,1006,53.8
Meal 4120,"Methi Aloo,Khichadi,Paneer (Buffalo’s milk),",56.9,19.9,628,35.8
Meal 4121,"Methi Aloo,Khichadi,Wheat chapatti(1),Lassi,",67.2,15.2,475,13.7
Meal 4122,"Methi Aloo,Khichadi,Brown bread(1),Lassi,",108.2,25.2,509,17.6
Meal 4123,"Methi Aloo,Khichadi,Paratha(1),Lassi,",114.2,22.2,531,19.3
Meal 4124,"Methi Aloo,Khichadi,Wheat chapatti(2),Lassi,",82.2,18.2,545,14.1
Meal 4125,"Methi Aloo,Khichadi,Brown bread(2),Lassi,",164.2,38.2,613,21.9
Meal 4126,"Methi Aloo,Khichadi,Paratha(2),Lassi,",176.2,32.2,657,25.3
Meal 4127,"Methi Aloo,Khichadi,Wheat chapatti(3),Lassi,",97.2,21.2,615,14.5
Meal 4128,"Methi Aloo,Khichadi,Brown bread(3),Lassi,",220.2,51.2,717,26.2
Meal 4129,"Methi Aloo,Khichadi,Paratha(3),Lassi,",238.2,42.2,783,31.3
Meal 4130,"Methi Aloo,Khichadi,Lassi,",52.2,12.2,405,13.3
Meal 4131,"Methi Aloo,Wheat chapatti(1),Milk (Cow),",35.4,8.4,258,9.9
Meal 4132,"Methi Aloo,Brown bread(1),Milk (Cow),",76.4,18.4,292,13.8
Meal 4133,"Methi Aloo,Paratha(1),Milk (Cow),",82.4,15.4,314,15.5
Meal 4134,"Methi Aloo,Wheat chapatti(2),Milk (Cow),",50.4,11.4,328,10.3
Meal 4135,"Methi Aloo,Brown bread(2),Milk (Cow),",132.4,31.4,396,18.1
Meal 4136,"Methi Aloo,Paratha(2),Milk (Cow),",144.4,25.4,440,21.5
Meal 4137,"Methi Aloo,Wheat chapatti(3),Milk (Cow),",65.4,14.4,398,10.7
Meal 4138,"Methi Aloo,Brown bread(3),Milk (Cow),",188.4,44.4,500,22.4
Meal 4139,"Methi Aloo,Paratha(3),Milk (Cow),",206.4,35.4,566,27.5
Meal 4140,"Methi Aloo,Milk (Cow),",20.4,5.4,188,9.5
Meal 4141,"Methi Aloo,Wheat chapatti(1),Milk (Buffalo),",36,9.5,308,12.3
Meal 4142,"Methi Aloo,Brown bread(1),Milk (Buffalo),",77,19.5,342,16.2
Meal 4143,"Methi Aloo,Paratha(1),Milk (Buffalo),",83,16.5,364,17.9
Meal 4144,"Methi Aloo,Wheat chapatti(2),Milk (Buffalo),",51,12.5,378,12.7
Meal 4145,"Methi Aloo,Brown bread(2),Milk (Buffalo),",133,32.5,446,20.5
Meal 4146,"Methi Aloo,Paratha(2),Milk (Buffalo),",145,26.5,490,23.9
Meal 4147,"Methi Aloo,Wheat chapatti(3),Milk (Buffalo),",66,15.5,448,13.1
Meal 4148,"Methi Aloo,Brown bread(3),Milk (Buffalo),",189,45.5,550,24.8
Meal 4149,"Methi Aloo,Paratha(3),Milk (Buffalo),",207,36.5,616,29.9
Meal 4150,"Methi Aloo,Milk (Buffalo),",21,6.5,238,11.9
Meal 4151,"Methi Aloo,Wheat chapatti(1),Yogurt,",34,8.3,251,9.8
Meal 4152,"Methi Aloo,Brown bread(1),Yogurt,",75,18.3,285,13.7
Meal 4153,"Methi Aloo,Paratha(1),Yogurt,",81,15.3,307,15.4
Meal 4154,"Methi Aloo,Wheat chapatti(2),Yogurt,",49,11.3,321,10.2
Meal 4155,"Methi Aloo,Brown bread(2),Yogurt,",131,31.3,389,18
Meal 4156,"Methi Aloo,Paratha(2),Yogurt,",143,25.3,433,21.4
Meal 4157,"Methi Aloo,Wheat chapatti(3),Yogurt,",64,14.3,391,10.6
Meal 4158,"Methi Aloo,Brown bread(3),Yogurt,",187,44.3,493,22.3
Meal 4159,"Methi Aloo,Paratha(3),Yogurt,",205,35.3,559,27.4
Meal 4160,"Methi Aloo,Yogurt,",19,5.3,181,9.4
Meal 4161,"Methi Aloo,Wheat chapatti(1),Buttermilk,",31.5,6,206,6.9
Meal 4162,"Methi Aloo,Brown bread(1),Buttermilk,",72.5,16,240,10.8
Meal 4163,"Methi Aloo,Paratha(1),Buttermilk,",78.5,13,262,12.5
Meal 4164,"Methi Aloo,Wheat chapatti(2),Buttermilk,",46.5,9,276,7.3
Meal 4165,"Methi Aloo,Brown bread(2),Buttermilk,",128.5,29,344,15.1
Meal 4166,"Methi Aloo,Paratha(2),Buttermilk,",140.5,23,388,18.5
Meal 4167,"Methi Aloo,Wheat chapatti(3),Buttermilk,",61.5,12,346,7.7
Meal 4168,"Methi Aloo,Brown bread(3),Buttermilk,",184.5,42,448,19.4
Meal 4169,"Methi Aloo,Paratha(3),Buttermilk,",202.5,33,514,24.5
Meal 4170,"Methi Aloo,Buttermilk,",16.5,3,136,6.5
Meal 4171,"Methi Aloo,Wheat chapatti(1),Paneer (Cow’s milk),",32.2,23.5,456,26.6
Meal 4172,"Methi Aloo,Brown bread(1),Paneer (Cow’s milk),",73.2,33.5,490,30.5
Meal 4173,"Methi Aloo,Paratha(1),Paneer (Cow’s milk),",79.2,30.5,512,32.2
Meal 4174,"Methi Aloo,Wheat chapatti(2),Paneer (Cow’s milk),",47.2,26.5,526,27
Meal 4175,"Methi Aloo,Brown bread(2),Paneer (Cow’s milk),",129.2,46.5,594,34.8
Meal 4176,"Methi Aloo,Paratha(2),Paneer (Cow’s milk),",141.2,40.5,638,38.2
Meal 4177,"Methi Aloo,Wheat chapatti(3),Paneer (Cow’s milk),",62.2,29.5,596,27.4
Meal 4178,"Methi Aloo,Brown bread(3),Paneer (Cow’s milk),",185.2,59.5,698,39.1
Meal 4179,"Methi Aloo,Paratha(3),Paneer (Cow’s milk),",203.2,50.5,764,44.2
Meal 4180,"Methi Aloo,Paneer (Cow’s milk),",17.2,20.5,386,26.2
Meal 4181,"Methi Aloo,Wheat chapatti(1),Paneer (Buffalo’s milk),",38.9,18.6,483,28.8
Meal 4182,"Methi Aloo,Brown bread(1),Paneer (Buffalo’s milk),",79.9,28.6,517,32.7
Meal 4183,"Methi Aloo,Paratha(1),Paneer (Buffalo’s milk),",85.9,25.6,539,34.4
Meal 4184,"Methi Aloo,Wheat chapatti(2),Paneer (Buffalo’s milk),",53.9,21.6,553,29.2
